,评分,片名,年份,地区,豆瓣链接
86,8.5,午夜狂奔,1988-07-20,['美国'],https://movie.douban.com/subject/1294699/
87,8.5,侠女,1970-07-10,"['中国台湾', '中国香港']",https://movie.douban.com/subject/1306490/
88,8.5,敲开天堂的门,1997-02-20,['德国'],https://movie.douban.com/subject/1294138/
89,8.5,蝙蝠侠：红影迷踪,2010-07-27,['美国'],https://movie.douban.com/subject/4820775/
90,8.5,最长的一天,1962-10-04,['美国'],https://movie.douban.com/subject/1293626/
91,8.5,通往自由的通道,2001-01-21,['德国'],https://movie.douban.com/subject/1432631/
92,8.5,笔中情,1982,['中国大陆'],https://movie.douban.com/subject/2000736/
93,8.5,英雄本色,1967-09-13,['中国香港'],https://movie.douban.com/subject/1401264/
94,8.5,未知死亡 原版,2005-09-29,['印度'],https://movie.douban.com/subject/4917494/
95,8.4,王牌特工：特工学院,2015-03-27,"['英国', '美国']",https://movie.douban.com/subject/24405378/
96,8.4,速度与激情7,2015-04-12,"['美国', '中国大陆', '日本']",https://movie.douban.com/subject/23761370/
97,8.4,小萝莉的猴神大叔,2018-03-02,['印度'],https://movie.douban.com/subject/26393561/
98,8.4,加勒比海盗2：聚魂棺,2006-07-07,['美国'],https://movie.douban.com/subject/1315574/
99,8.4,霍比特人1：意外之旅,2013-02-22,"['美国', '新西兰']",https://movie.douban.com/subject/1966182/
